item,itemLabel,itemDescription,mwcode
http://www.wikidata.org/entity/Q19923948,Bjorn Eriksson,Belgian musician,M00000404038
http://www.wikidata.org/entity/Q19946061,Vincent O'Brien,"Irish organist, music teacher and composer",M00000247771
http://www.wikidata.org/entity/Q19957943,David Gravell,Dutch record producer and DJ,M00000377298
http://www.wikidata.org/entity/Q19972053,William Walond,English composer and organist (1719-1768),M00000281999
http://www.wikidata.org/entity/Q19999264,Ercole Porta,Italian composer,M00000320877
http://www.wikidata.org/entity/Q20004839,Juan Escribano,Spanish composer,M00000352503
http://www.wikidata.org/entity/Q20020632,Nate Smith,"American jazz drummer, composer, and music executive",M00000299485
http://www.wikidata.org/entity/Q20049689,Estacio de Lacerna,,M00000358078
http://www.wikidata.org/entity/Q20090205,Jeffrey Reid Baker,"pianist, composer and arranger",M00000304820
http://www.wikidata.org/entity/Q20562587,Héraclius Djabadary,Georgian composer,M00000237053
http://www.wikidata.org/entity/Q20670127,MOTi,Dutch DJ and record producer,M00000395343
http://www.wikidata.org/entity/Q20676163,Imhotep Gary Byrd,"American radio talk show host and executive producer, radio DJ, poet, songwriter, music recording artist and producer, rapper, writer and community advocate/activist",M00000109975
http://www.wikidata.org/entity/Q20683384,Maga Bo,musical artist,M00000193406
http://www.wikidata.org/entity/Q20684652,Lydia Ainsworth,musical artist,M00000395646
http://www.wikidata.org/entity/Q20706998,Lera Lynn,American singer-songwriter,M00000394253
http://www.wikidata.org/entity/Q20723097,Tom Staar,musical artist,M00000359844
http://www.wikidata.org/entity/Q20740601,Jürgen Banholzer,,M00000347842
http://www.wikidata.org/entity/Q20746570,Steven De bruyn,Belgian musician,M00000365191
http://www.wikidata.org/entity/Q20752488,Prabhu Edouard,Indian-French tabla player,M00000346484
http://www.wikidata.org/entity/Q20820797,Adrián Patiño,Bolivian composer (1895-1951),M00000376837
http://www.wikidata.org/entity/Q20900864,Tom Wolf,Belgian singer,M00000063545
http://www.wikidata.org/entity/Q20916740,Pál Hermann,Hungarian composer and cellist (1902-1944),M00000510666
http://www.wikidata.org/entity/Q20968183,Alexander Kukelka,"Austrian composer, conductor and pianist",M00000332037
http://www.wikidata.org/entity/Q21030816,Pierce Fulton,"American DJ, multi-instrumentalist and record producer",M00000453860
http://www.wikidata.org/entity/Q21062490,Paul Nelson,"American modern Grammy award winning blues/rock guitarist, producer, and songwriter",M00000374885
http://www.wikidata.org/entity/Q21208093,Adolfo Gandino,,M00000336906
http://www.wikidata.org/entity/Q21416045,Peter August,,M00000415293
http://www.wikidata.org/entity/Q21511684,Guy Farley,British film score composer,M00000291944
http://www.wikidata.org/entity/Q21549623,Elmer Schönberger,,M00000290501
http://www.wikidata.org/entity/Q21696088,Grant Beglarian,Armenian-American composer,M00000361297
http://www.wikidata.org/entity/Q21730620,Damià Andreu Sitges,,M00000339318
http://www.wikidata.org/entity/Q22248741,Étienne Lemoyne,French composer,M00000272927
http://www.wikidata.org/entity/Q22661628,Magne Hegdal,Norwegian musician,M00000270428
http://www.wikidata.org/entity/Q22670605,David Lee,American jazz drummer,M00000069002
http://www.wikidata.org/entity/Q22809684,Antoni-Olaf Sabater,Spanish composer,M00000299130
http://www.wikidata.org/entity/Q22813458,Shekhar Ravjiani,Indian singer,M00000190049
http://www.wikidata.org/entity/Q22917424,Louis Constantin,French composer and violinist (1585-1657),M00000287423
http://www.wikidata.org/entity/Q22986379,John Arnold Dahmen,Dutch musician,M00000414580
http://www.wikidata.org/entity/Q23055022,Dean Blunt,British singer-songwriter and musician,M00000395633
http://www.wikidata.org/entity/Q23060910,Jori Huhtala,Finnish contrabass player,M00000210193
http://www.wikidata.org/entity/Q23071144,John Duffy,American composer,M00000237138
http://www.wikidata.org/entity/Q23390471,Simin Tander,German jazz singer and composer as well as faculty member of music conservatory,M00000374878
http://www.wikidata.org/entity/Q23418857,Johann Georg Rauch,,M00000469652
http://www.wikidata.org/entity/Q23836133,Helmut C. Jacobs,German university teacher,M00000252695
http://www.wikidata.org/entity/Q23930485,Concordi Gelabert,music critic (1882-1945),M00000363343
http://www.wikidata.org/entity/Q311256,Richard Marx,American singer and songwriter,M00000069153
http://www.wikidata.org/entity/Q311655,Tom Petty,American musician (1950–2017),M00000205882
http://www.wikidata.org/entity/Q311674,Francesco Landini,"Italian composer, organist, singer, poet and instrument maker",M00000238238
http://www.wikidata.org/entity/Q311791,Nikolai Rubinstein,"Russian pianist, conductor and composer (1835-1881)",M00000240793
http://www.wikidata.org/entity/Q311961,Bushido,German rapper,M00000202641
http://www.wikidata.org/entity/Q312270,Wilson Pickett,American singer and songwriter (1941-2006),M00000053028
http://www.wikidata.org/entity/Q312615,Adrian Willaert,Franco-Flemish composer and founder of the Venetian School,M00000244439
http://www.wikidata.org/entity/Q312883,Boy George,English musician,M00000056972
http://www.wikidata.org/entity/Q312979,Michel Richard Delalande,French composer,M00000238226
http://www.wikidata.org/entity/Q313371,Erich Wolfgang Korngold,American composer of Austro-Hungarian birth (1897-1957),M00000238133
http://www.wikidata.org/entity/Q313540,John Powell,English composer of film scores,M00000239027
http://www.wikidata.org/entity/Q313584,Vincent d'Indy,French composer and teacher,M00000237863
http://www.wikidata.org/entity/Q313596,Leslie Cheung,Hong Kong singer-songwriter and actor (1956-2003),M00000192005
http://www.wikidata.org/entity/Q313755,Harry Connick Jr.,American singer-songwriter and actor (born 1967),M00000074151
http://www.wikidata.org/entity/Q313974,Josef Mysliveček,Czech composer,M00000238734
http://www.wikidata.org/entity/Q313980,Saverio Mercadante,Italian composer,M00000238595
http://www.wikidata.org/entity/Q316470,Johann Wilhelm Hertel,German organist and composer (1727-1789),M00000237749
http://www.wikidata.org/entity/Q317182,Jordi Savall,"Spanish musician, conductor, and composer",M00000247642
http://www.wikidata.org/entity/Q317446,Kurt Noack,German composer and bandmaster,M00000288207
http://www.wikidata.org/entity/Q317488,Anders Fridén,Swedish singer,M00000306211
http://www.wikidata.org/entity/Q317821,Georg Caspar Schürmann,German composer,M00000239381
http://www.wikidata.org/entity/Q318062,Georg Friedrich Fuchs,German composer and clarinetist (1752-1821),M00000237420
http://www.wikidata.org/entity/Q318374,Ry Cooder,"American guitarist, singer and composer",M00000081316
http://www.wikidata.org/entity/Q318385,Ole Bull,Norwegian violinist,M00000282396
http://www.wikidata.org/entity/Q318631,Herbert Eimert,German composer and journalist (1897-1972),M00000062090
http://www.wikidata.org/entity/Q319814,Robert Babicz,Polish music producer,M00000088578
http://www.wikidata.org/entity/Q319996,Thomas Newman,American composer,M00000278278
http://www.wikidata.org/entity/Q320895,Geddy Lee,Canadian musician,M00000106219
http://www.wikidata.org/entity/Q321268,Bernhard Gál,Austrian composer,M00000165774
http://www.wikidata.org/entity/Q321634,Henk van Lijnschooten,composer,M00000265883
http://www.wikidata.org/entity/Q321701,Heinrich Proch,Austrian composer (1809-1878),M00000277976
http://www.wikidata.org/entity/Q322571,Josef Bárta,"Czech priest, composer and organist",M00000295528
http://www.wikidata.org/entity/Q322883,George Frederick Bristow,American composer (1825-1898),M00000236387
http://www.wikidata.org/entity/Q322989,François Schubert,German composer,M00000284352
http://www.wikidata.org/entity/Q323085,Richard Eilenberg,German composer,M00000281295
http://www.wikidata.org/entity/Q323113,Franz Xaver Murschhauser,German composer and theorist,M00000268699
http://www.wikidata.org/entity/Q323117,Cyril Rootham,"English organist, teacher, conductor and composer",M00000273258
http://www.wikidata.org/entity/Q323154,Tobias Picker,American composer,M00000238973
http://www.wikidata.org/entity/Q323619,Herbert Tachezi,"Austrian composer, musicologist and university teacher",M00000239634
http://www.wikidata.org/entity/Q323739,Steve Wynn,American musician,M00000075234
http://www.wikidata.org/entity/Q323757,Jack Beeson,opera composer,M00000235977
http://www.wikidata.org/entity/Q323768,Johann Wilhelm Furchheim,German violinist and composer,M00000265304
http://www.wikidata.org/entity/Q323977,Francesco De Masi,Italian conductor and film score composer,M00000274281
http://www.wikidata.org/entity/Q324069,Pierre-Gabriel Buffardin,French composer and musician,M00000236463
http://www.wikidata.org/entity/Q324309,Christian Escoudé,French Gypsy jazz guitarist,M00000060932
http://www.wikidata.org/entity/Q324435,Andrew Imbrie,American composer,M00000237861
http://www.wikidata.org/entity/Q324586,Thomas Stoltzer,German renaissance composer,M00000239563
http://www.wikidata.org/entity/Q325059,Ruben Liljefors,Swedish composer,M00000248633
http://www.wikidata.org/entity/Q325731,Frederic Ernest Fesca,German musician and composer,M00000277074
http://www.wikidata.org/entity/Q325987,JG Thirlwell,"Australian musician, composer, and record producer",M00000235807
http://www.wikidata.org/entity/Q326140,Romanus Weichlein,Austrian composer (1652-1706),M00000246148
http://www.wikidata.org/entity/Q311442,"Louis Ferdinand, Prince of Prussia",Prince of Prussia (1907-1994),M00000435184
http://www.wikidata.org/entity/Q312327,Nobuo Uematsu,Japanese video game composer,M00000393170
http://www.wikidata.org/entity/Q313571,Daniel Diges,Spanish musician and actor,M00000356704
http://www.wikidata.org/entity/Q320046,Otto Goldschmidt,"German composer, conductor and pianist",M00000432066
http://www.wikidata.org/entity/Q323159,Martin Mailman,American composer,M00000418792
http://www.wikidata.org/entity/Q323744,Delphin Strungk,German composer,M00000372624
http://www.wikidata.org/entity/Q326889,Audun Kleive,"Norwegian jazz drummer, percussionist, music arranger, composer",M00000130308
http://www.wikidata.org/entity/Q326946,Peeter Cornet,Flemish composer and organist,M00000236796
http://www.wikidata.org/entity/Q327086,Alberich Mazak,Czech-Austrian composer,M00000238568
http://www.wikidata.org/entity/Q327969,Ignacio Jerusalem,Violinist and composer,M00000248970
http://www.wikidata.org/entity/Q328531,Franz Bendel,German musician,M00000236016
http://www.wikidata.org/entity/Q328668,Joseph Kaminski,Israeli composer,M00000237985
http://www.wikidata.org/entity/Q328800,Gheorghe Zamfir,Romanian pan flute musician,M00000058033
http://www.wikidata.org/entity/Q329661,Jim Pepper,Kaw-Muscogee Creek jazz musician (1941-1992),M00000059376
http://www.wikidata.org/entity/Q331437,Roque Cordero,Panamanian composer,M00000236787
http://www.wikidata.org/entity/Q333168,Karl Jenkins,Welsh musician and composer (b. 1944),M00000254964
http://www.wikidata.org/entity/Q333598,Desmond Dekker,Jamaican singer-songwriter,M00000004385
http://www.wikidata.org/entity/Q334180,Xavier Cugat,Spanish musician,M00000094945
http://www.wikidata.org/entity/Q335184,Graham Coxon,British musician and artist,M00000026702
http://www.wikidata.org/entity/Q335623,Jussi Jalas,Finnish conductor (1908-1985),M00000254108
http://www.wikidata.org/entity/Q338786,Billy Cobham,Panamanian jazz drummer (born 1944),M00000050035
http://www.wikidata.org/entity/Q340243,Achille Philip,French organist and composer (1878-1959),M00000258493
http://www.wikidata.org/entity/Q346298,Pietro Platania,Italian composer and teacher of music,M00000307162
http://www.wikidata.org/entity/Q346374,J. D. Souther,"American singer, songwriter, and actor",M00000201340
http://www.wikidata.org/entity/Q346785,Dick Dale,American surf rock guitarist,M00000012321
http://www.wikidata.org/entity/Q346815,Mikhail Ippolitov-Ivanov,"Russian composer, conductor and teacher",M00000237870
http://www.wikidata.org/entity/Q346904,Adriano Guarnieri,composer,M00000247563
http://www.wikidata.org/entity/Q347871,Sigismond Thalberg,Swiss composer and pianist (1812-1871),M00000239671
http://www.wikidata.org/entity/Q348906,Will Young,English actor and singer-songwriter,M00000171481
http://www.wikidata.org/entity/Q349482,Franco Ambrosetti,Swiss musician,M00000034902
http://www.wikidata.org/entity/Q350360,Adam Makowicz,Polish-Canadian musician,M00000088961
http://www.wikidata.org/entity/Q350497,Peter Hänsel,German composer,M00000237647
http://www.wikidata.org/entity/Q350574,Julian Priester,American jazz trombonist,M00000086629
http://www.wikidata.org/entity/Q350700,Elliott Sharp,American musician,M00000239432
http://www.wikidata.org/entity/Q350704,Max Steiner,"Austria-born American music composer of theatre and films, as well as a conductor (1988-1971)",M00000265087
http://www.wikidata.org/entity/Q351394,Felip Pedrell,"Catalan composer, teacher and musicologist",M00000274753
http://www.wikidata.org/entity/Q353096,Gary Burton,American vibraphonist,M00000267158
http://www.wikidata.org/entity/Q353943,John Lewis,"American jazz pianist, composer and arranger",M00000007866
http://www.wikidata.org/entity/Q354266,Thomas Ford,"English composer, lutenist, viol player and poet",M00000262066
http://www.wikidata.org/entity/Q326734,Jean de Latre,composer,M00000366032
http://www.wikidata.org/entity/Q327241,George Dima,Romanian composer and director of church music (1847-1925),M00000333808
http://www.wikidata.org/entity/Q331638,David Julyan,British composer,M00000358115
http://www.wikidata.org/entity/Q336166,Makar Ekmalyan,Armenian composer,M00000387936
http://www.wikidata.org/entity/Q338218,Nodar Gabunia,Soviet composer and pianist,M00000474007
http://www.wikidata.org/entity/Q343006,Nicolaus Cracoviensis,Polish composer,M00000353885
http://www.wikidata.org/entity/Q343140,Richard Faltin,Finnish composer (1835-1918),M00000387685
http://www.wikidata.org/entity/Q351768,Ricky Fataar,South African musician,M00000334156
http://www.wikidata.org/entity/Q352895,David Eugene Edwards,American singer,M00000343223
http://www.wikidata.org/entity/Q354542,Ray Brown,American jazz musician (1926–2002),M00000018366
http://www.wikidata.org/entity/Q465132,Roman Maciejewski,Polish composer (1910-1998),M00000238443
http://www.wikidata.org/entity/Q465610,Marcella Detroit,"American soprano vocalist, guitarist, and songwriter",M00000074668
http://www.wikidata.org/entity/Q465713,Paweł Szymański,Polish composer,M00000277768
http://www.wikidata.org/entity/Q466386,Mary Travers,American singer-songwriter,M00000083142
http://www.wikidata.org/entity/Q466539,John La Touche,American lyricist and bookwriter in musical theater,M00000343571
http://www.wikidata.org/entity/Q466780,Johann Valentin Meder,German composer (1649-1719),M00000238575
http://www.wikidata.org/entity/Q466826,Alka Yagnik,Indian playback singer,M00000148599
http://www.wikidata.org/entity/Q467452,Mélanie Bonis,French composer (1858-1937),M00000263399
http://www.wikidata.org/entity/Q467940,Charly García,Argentine singer-songwriter and musician,M00000228727
http://www.wikidata.org/entity/Q468714,Jorane,Canadian musician,M00000145250
http://www.wikidata.org/entity/Q469278,Melchior Borchgrevinck,"musician, composer",M00000300103
http://www.wikidata.org/entity/Q470009,Christian Erbach,German organist and composer,M00000237260
http://www.wikidata.org/entity/Q470152,Alejandra Guzmán,Mexican musician,M00000068364
http://www.wikidata.org/entity/Q470568,Francisco Guerrero,Spanish composer of the Renaissance,M00000237618
http://www.wikidata.org/entity/Q470898,Sonu Nigam,Indian singer,M00000171237
http://www.wikidata.org/entity/Q471067,Jean-Luc Ponty,French jazz violinist and composer,M00000020520
http://www.wikidata.org/entity/Q471256,Johann Christian Schickhardt,German composer and recorder player,M00000239335
http://www.wikidata.org/entity/Q471647,Józef Elsner,Polish composer,M00000237237
http://www.wikidata.org/entity/Q471979,Gene Clark,"American singer-songwriter, musician, recording artist",M00000049754
http://www.wikidata.org/entity/Q477224,Bernard Zweers,Dutch composer,M00000240061
http://www.wikidata.org/entity/Q478450,James Weldon Johnson,American writer and activist,M00000144645
http://www.wikidata.org/entity/Q480975,János Kulka,Hungarian conductor and composer,M00000258477
http://www.wikidata.org/entity/Q484874,Macklemore,American rapper from Washington,M00000368082
http://www.wikidata.org/entity/Q487392,Peter Herbolzheimer,German musician (1935-2010),M00000055117
http://www.wikidata.org/entity/Q488387,Michel Mejía de Teló,Brazilian singer,M00000389115
http://www.wikidata.org/entity/Q494650,Andrea Parker,British electronic music producer,M00000018886
http://www.wikidata.org/entity/Q497759,Nile Rodgers,"American record producer, musician and composer",M00000007769
http://www.wikidata.org/entity/Q505882,Biz Markie,American rapper and record producer (1964-2021),M00000002301
http://www.wikidata.org/entity/Q490899,Anders Eliasson,Swedish composer,M00000245235
http://www.wikidata.org/entity/Q491037,Anders Hillborg,Swedish composer,M00000237762
http://www.wikidata.org/entity/Q492392,Andor Losonczy,(1932--2018) Hungarian born Austrian composer and classical pianist,M00000287763
http://www.wikidata.org/entity/Q494655,Andrea Parkins,American composer,M00000214344
http://www.wikidata.org/entity/Q494982,Bob Brookmeyer,"American jazz valve trombonist, pianist, arranger, and composer",M00000040616
http://www.wikidata.org/entity/Q495085,Andrea Stefano Fiorè,Italian composer,M00000266152
http://www.wikidata.org/entity/Q495781,Chico Hamilton,American musician,M00000058495
http://www.wikidata.org/entity/Q497713,Claude Goudimel,French composer,M00000252616
http://www.wikidata.org/entity/Q498897,John Dankworth,British musician (1927-2010),M00000286986
http://www.wikidata.org/entity/Q500464,Art Farmer,American jazz trumpeter,M00000032325
http://www.wikidata.org/entity/Q501243,Andreas Willers,German jazz guitarist and composer,M00000122271
http://www.wikidata.org/entity/Q502896,John Norum,Norwegian-Swedish guitarist,M00000035274
http://www.wikidata.org/entity/Q504078,Christopher Young,American film score and television composer,M00000056559
http://www.wikidata.org/entity/Q504286,Vissarion Shebalin,Russian Soviet composer,M00000239468
http://www.wikidata.org/entity/Q504485,Jack Teagarden,American jazz trombonist and singer (1905–1964),M00000385201
http://www.wikidata.org/entity/Q504646,John Patitucci,American jazz bassist and composer,M00000284801
http://www.wikidata.org/entity/Q505062,Felix Draeseke,German composer (1835-1913),M00000237102
http://www.wikidata.org/entity/Q505202,Niccolò Antonio Zingarelli,Italian composer (1752-1837),M00000249638
http://www.wikidata.org/entity/Q505543,Johann Kirnberger,German composer,M00000238061
http://www.wikidata.org/entity/Q505747,William Basinski,American composer,M00000173961
http://www.wikidata.org/entity/Q506276,Mischa Levitzki,Russian-born American concert pianist,M00000277850
http://www.wikidata.org/entity/Q506859,Mack David,American lyricist and songwriter (1912-1993),M00000393743
http://www.wikidata.org/entity/Q507030,Rogier Michael,Belgian composer,M00000320178
http://www.wikidata.org/entity/Q508199,Lizzy Mercier Descloux,French singer (1956-2004),M00000059721
http://www.wikidata.org/entity/Q509461,Ester Mägi,Estonian composer (1922-2021),M00000243583
http://www.wikidata.org/entity/Q509870,Leonard Slatkin,American conductor and composer,M00000244309
http://www.wikidata.org/entity/Q510435,Julius Benedict,German-born composer and conductor,M00000235978
http://www.wikidata.org/entity/Q511058,Fred Maher,American musician,M00000120547
http://www.wikidata.org/entity/Q511752,Lucas Vis,Dutch conductor and composer,M00000246181
http://www.wikidata.org/entity/Q512308,Del Staigers,American cornetist and composer,M00000290745
http://www.wikidata.org/entity/Q525736,Leo Mathisen,Danish musician,M00000060109
http://www.wikidata.org/entity/Q526108,Andy Hamilton,British jazz saxophonist (1918–2012),M00000057468
http://www.wikidata.org/entity/Q536322,George Duke,"American keyboardist, composer, singer-songwriter and record producer (1946-2013)",M00000092760
http://www.wikidata.org/entity/Q515433,Franz Marszalek,German conductor (1900-1975),M00000265136
http://www.wikidata.org/entity/Q515696,Knut Nystedt,"Norwegian composer, choir director and university teacher",M00000249189
http://www.wikidata.org/entity/Q516384,André-Joseph Exaudet,French composer,M00000320627
http://www.wikidata.org/entity/Q516845,Pascal Dusapin,French composer,M00000237169
http://www.wikidata.org/entity/Q517153,André Bloch,French composer,M00000410310
http://www.wikidata.org/entity/Q517605,André Caplet,French composer,M00000236559
http://www.wikidata.org/entity/Q518773,André Gedalge,French composer (1856-1926),M00000305138
http://www.wikidata.org/entity/Q521171,Colin Muset,"Muset, Colin; flourished approximately 1200-1250; French trouvère",M00000271703
http://www.wikidata.org/entity/Q521929,Le Sieur de Machy,French Baroque viol player and composer,M00000238442
http://www.wikidata.org/entity/Q523879,Antanas Rekašius,Lithuanian composer,M00000244269
http://www.wikidata.org/entity/Q523995,Andrés Calamaro,Argentine musician and composer,M00000306143
http://www.wikidata.org/entity/Q524087,Johann Philipp Krieger,German Baroque composer,M00000242235
http://www.wikidata.org/entity/Q524383,Andrés Lorente,Spanish composer,M00000324005
http://www.wikidata.org/entity/Q525116,Marianne Schroeder,Classical pianist and composer,M00000245276
http://www.wikidata.org/entity/Q525152,Salem Al Fakir,Swedish singer,M00000309659
http://www.wikidata.org/entity/Q525280,Andy Baum,Austrian musician,M00000133092
http://www.wikidata.org/entity/Q525622,Yvonne Desportes,composer (1907-1993),M00000237010
http://www.wikidata.org/entity/Q526885,Wim Mertens,"Flemish Belgian composer, countertenor vocalist, pianist, guitarist, and musicologist",M00000238600
http://www.wikidata.org/entity/Q526915,Princess Eugénie of Sweden,Swedish princess (1830-1889); daughter of Oscar I of Sweden and Josephine of Leuchtenberg,M00000311259
http://www.wikidata.org/entity/Q526993,Roman Haubenstock-Ramati,composer (1919-1994),M00000237695
http://www.wikidata.org/entity/Q528639,Mark-Anthony Turnage,English composer,M00000247932
http://www.wikidata.org/entity/Q528663,Mark Isham,American musician and film composer (born 1951),M00000237875
http://www.wikidata.org/entity/Q530928,Leonard Pennario,American musician,M00000257336
http://www.wikidata.org/entity/Q530931,Anna Depenbusch,German singer and musician,M00000395087
http://www.wikidata.org/entity/Q531831,Ángel Romero,Spanish musician,M00000249449
http://www.wikidata.org/entity/Q534512,Johanna Müller-Hermann,Austrian composer (1868-1941),M00000244696
http://www.wikidata.org/entity/Q534828,Georg Forster,"German editor, composer and physician",M00000278010
http://www.wikidata.org/entity/Q535444,Eugene Hütz,Ukrainian-American musician,M00000323915
http://www.wikidata.org/entity/Q535762,Poe,"American singer, songwriter, and record producer",M00000291343
http://www.wikidata.org/entity/Q536369,Lidia Grychtołówna,Polish musician,M00000383945
http://www.wikidata.org/entity/Q537653,Valentino Fioravanti,Italian composer (1764-1837),M00000274036
http://www.wikidata.org/entity/Q538439,Patrick Hadley,British composer,M00000237644
http://www.wikidata.org/entity/Q539883,Thad Jones,American jazz trumpeter (1923-1986),M00000067811
http://www.wikidata.org/entity/Q540969,James Bernard,British film composer (1925-2001),M00000025436
http://www.wikidata.org/entity/Q543632,Billy Strange,American musician (1930-2012),M00000050305
http://www.wikidata.org/entity/Q543637,Lyle Lovett,American musician,M00000026356
http://www.wikidata.org/entity/Q546239,Yardena Alotin,composer,M00000000101
http://www.wikidata.org/entity/Q551208,Egon Egemann,Swiss singer,M00000061170
http://www.wikidata.org/entity/Q552010,Granville Bantock,British composer and conductor (1868-1946),M00000000319
http://www.wikidata.org/entity/Q96207470,Éveline Andréani,"French composer, musicologist and music pedagogue (1929-2018)",M00000258134
http://www.wikidata.org/entity/Q96761270,Snorre Kirk,,M00000342835
http://www.wikidata.org/entity/Q97301818,Simone Vesi,ca. 1610 — after 1667,M00000336765
http://www.wikidata.org/entity/Q97932722,Alexander Blechinger,"composer, musician and conductor from Austria",M00000263278
http://www.wikidata.org/entity/Q98075293,Marnix Busstra,"Dutch guitarist, composer and music director",M00000326603
http://www.wikidata.org/entity/Q98101151,Harumi Ibe,,M00000321725
http://www.wikidata.org/entity/Q98166624,Domenico Cimoso,"Cimoso, Domenico; (1780-1850)",M00000265848
http://www.wikidata.org/entity/Q98639257,Roland Leich,(1911-1995),M00000281890
http://www.wikidata.org/entity/Q98647240,Joseph Forestier,French composer (1815-1882),M00000430095
http://www.wikidata.org/entity/Q98744156,Francisco Delgado,,M00000256442
http://www.wikidata.org/entity/Q98753137,Pierre Auclert,1905-,M00000000220
http://www.wikidata.org/entity/Q98781490,Louis Waldteufel,"Waldteufel, Louis; (1801-1884)",M00000284349
http://www.wikidata.org/entity/Q98823795,Antonio Bicci,4 January 1552 — 16 September 1614,M00000457229
http://www.wikidata.org/entity/Q98834035,Willem Lootens,,M00000238385
http://www.wikidata.org/entity/Q98970162,James Hart,,M00000295208
http://www.wikidata.org/entity/Q98970747,Hugh McAmis,11 April 1899 — 19 August 1942,M00000382449
http://www.wikidata.org/entity/Q99193234,Davide Delle Cese,Italian composer (1856-1938),M00000280982
http://www.wikidata.org/entity/Q99231564,Stacy Garrop,American composer,M00000325929
http://www.wikidata.org/entity/Q99353509,Lilian Terry,Italian jazz singer,M00000033312
http://www.wikidata.org/entity/Q99478443,Sonny Troupé,French jazz drummer,M00000432948
http://www.wikidata.org/entity/Q99510871,Johann Adrian Junghans,German composer,M00000289999
http://www.wikidata.org/entity/Q99640348,Daniel Dahl,,M00000377618
http://www.wikidata.org/entity/Q99753860,Massimo Botter,"Italian composer, born in 1965",M00000289925
http://www.wikidata.org/entity/Q100077404,Gustavo Campanini,"Campanini, Gustavo; (1879-1962)",M00000367894
http://www.wikidata.org/entity/Q100148849,Gabrio Taglietti,LCAuth[no91006997] VIAF[74118163],M00000272455
http://www.wikidata.org/entity/Q100149278,Brian Fennelly,American composer,M00000059793
http://www.wikidata.org/entity/Q101045219,C.C. Courtney,"American director, performer, writer, and lyricist",M00000478426
http://www.wikidata.org/entity/Q101247263,Alexandros Kapsokavadis,Greek musician,M00000425047
http://www.wikidata.org/entity/Q102177656,Inge Morgenroth,German composer,M00000269901
http://www.wikidata.org/entity/Q102220513,Mariana Ungureanu,Moldovan composer,M00000456665
http://www.wikidata.org/entity/Q104437180,Josef Bonime,"Lithuanian-born composer, pianist, teacher and conductor; active 1919 - 1940s",M00000436347
http://www.wikidata.org/entity/Q104502473,William Matthews,"gender: male  birth/death: 1950-  affiliation: Bates College (Lewiston, Me.)  LCAuth[n87115453] VIAF[72900265]",M00000389691
http://www.wikidata.org/entity/Q105231910,Hector Marinus,,M00000345999
http://www.wikidata.org/entity/Q105449718,Thomas Markusson,Swedish jazz bassist,M00000304873
http://www.wikidata.org/entity/Q105624149,Salvador Castro de Gistau,,M00000272517
http://www.wikidata.org/entity/Q105748793,Wojciech Ziemowit Zych,"Wojciech Ziemowit Zych, b. 1976, composer",M00000319681
http://www.wikidata.org/entity/Q105761194,Francisco Xavier Baptista,"Batista, Francisco Xavier; 2nd half of 18th c., Lisboa; harpsichordist, organist",M00000000320
http://www.wikidata.org/entity/Q105803671,Cheb Aïssa,,M00000000529
http://www.wikidata.org/entity/Q105949053,Giovanni Battista Zingoni,Italian tenor and composer,M00000271769
http://www.wikidata.org/entity/Q1676898,Jabu Khanyile,South African musician,M00000090937
http://www.wikidata.org/entity/Q106197166,Christian Pabst,German jazz musician,M00000324354
http://www.wikidata.org/entity/Q106222041,Jasper Somsen,Dutch jazz bassist,M00000364446
http://www.wikidata.org/entity/Q106465491,Johann Rudolf Radeck,,M00000387442
http://www.wikidata.org/entity/Q106576633,Chris Madak,electronic musician and composer,M00000389050
http://www.wikidata.org/entity/Q106792537,Ariana Rahera Tikao,"New Zealand Māori musician, singer and composer",M00000163183
http://www.wikidata.org/entity/Q107378890,Riad Abdel-Gawad,,M00000287564
http://www.wikidata.org/entity/Q107378915,Mogens Andresen,,M00000262316
http://www.wikidata.org/entity/Q107378960,Tiziano Bedetti,,M00000328085
http://www.wikidata.org/entity/Q107379068,Johann Ernst Bessel,,M00000308316
http://www.wikidata.org/entity/Q107598620,Donald Ashwander,American composer,M00000246035
http://www.wikidata.org/entity/Q108040408,Maurice W. Wright,American composer and music pedagogue,M00000282453
http://www.wikidata.org/entity/Q108319108,Jean Planson,,M00000362452
http://www.wikidata.org/entity/Q109839037,Paolo Chimeri,,M00000264106
http://www.wikidata.org/entity/Q109884989,Christian Herwich,composer b. 1609 d. 1663,M00000287139
http://www.wikidata.org/entity/Q109885058,Helgi Helgason,,M00000342064
http://www.wikidata.org/entity/Q109885073,Kikuko Kanai,,M00000268803
http://www.wikidata.org/entity/Q109885083,Masao Ohki,,M00000290406
http://www.wikidata.org/entity/Q109885100,Sigismund Schneider,,M00000367100
http://www.wikidata.org/entity/Q110038112,Theodor Hoch,,M00000295490
http://www.wikidata.org/entity/Q110040284,William Gomez,,M00000451029
http://www.wikidata.org/entity/Q110176868,Aleksander Kulikowski,componist (1915-1993),M00000465721
http://www.wikidata.org/entity/Q110193336,Eduardo Boccalari,,M00000500777
http://www.wikidata.org/entity/Q110212087,Ferdinand Lötscher,Suisse composer,M00000298087
http://www.wikidata.org/entity/Q110222781,John Soaper,,M00000353603
http://www.wikidata.org/entity/Q110222787,William Bayley,,M00000330812
http://www.wikidata.org/entity/Q110225360,Albert Schop,,M00000374554
http://www.wikidata.org/entity/Q110941747,Conrad Eden,,M00000350636
